PROCEDIMENTO,Código SIGTAP,SIGTAP- Procedimento
CORRECAO CIRURGICA DE TORCAO DE TESTICULO,0409040223,TRATAMENTO CIRÚRGICO DE TORÇÃO DO TESTÍCULO DO CORDÃO ESPERMÁTICO
CORRECAO CIRURGICA DE TORCAO DE TESTICULO,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORRECAO CIRURGICA DE TUNEL CARPIANO,0403020034,MICROCIRURGIA DE PLEXO BRAQUIAL COM EXPLORAÇÃO E NEUROLISE
CORRECAO CIRURGICA DE TUNEL CARPIANO,0403020123,TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO
CORRECAO CIRURGICA DE URETROPLASTIA,0409020176,URETROTOMIA INTERNA
CORRECAO CIRURGICA DE URETROPLASTIA,0409050032,CORRECAO DE HIPOSPADIA (1º TEMPO)
CORRECAO CIRURGICA NAO ESTETICA DA ORELHA,0413040143,RECONSTRUCAO TOTAL DE ORELHA (MULTIPLOS ESTAGIOS)
CORRECAO CIRURGICA NAO ESTETICA DA ORELHA,0413040232,TRATAMENTO CIRURGICO NAO ESTÉTICO DA ORELHA
CORRECAO CIRURGICA NAO ESTETICA DA ORELHA,0415010012,TRATAMENTO C/ CIRURGIAS MULTIPLAS
CORRECAO DE CURVATURA PENIANA,0409050075,PLASTICA TOTAL DO PENIS
CORRECAO DE CURVATURA PENIANA,0409050113,TRATAMENTO CIRÚRGICO DE PRIAPRISMO
CORRECAO DE CURVATURA PENIANA,0415010012,TRATAMENTO C/ CIRURGIAS MULTIPLAS
CORRECAO DE CURVATURA PENIANA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORRECAO DE LABIO LEPORINO-PALATOPLASTIA,0404030262,PALATOPLASTIA SECUNDÁRIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
CORRECAO DE LABIO LEPORINO-PALATOPLASTIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORRECAO DE LABIO LEPORINO-QUEILOPLASTIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORRECAO DE LACERACAO VAGINAL,0409070092,COLPORRAFIA NAO OBSTETRICA
CORRECAO DE LUXACAO RECID PATELA,0408050136,RECONSTRUÇÃODE TENDAO PATELAR / TENDAO QUADRICIPITAL
CORRECAO DE MAL-FORMACOES UTERINAS,0409070289,TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA
CORRECAO DE MENINGOCELE,0403010225,TRATAMENTO CIRÚRGICO DE DISRAFISMO ABERTO
CORRECAO DE PRIAPISMO,0409050113,"TRATAMENTO CIRURGICO DE PRIAPRISMO, TRATAMENTO CIRÚRGICO DE PRIAPRISMO"
CORRECAO DE PRIAPISMO,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORRECAO DE RETRACAO CICATRICIAL EM FACE,0401020053,EXCISÃO E SUTURA DE LESAO NA PELE C/ PLÁSTICA EM Z OU ROTAÇÃO DE RETALHO
CORRECAO DE RETRACAO CICATRICIAL EM FACE,0404020232,RECONSTRUÇÃO TOTAL OU PARCIAL DE LÁBIO
CORRECAO DE RETRACAO CICATRICIAL EM FACE,0404030076,LABIOPLASTIA UNILATERAL EM DOIS TEMPOS
CORRECAO DE RETRACAO CICATRICIAL EM FACE,0413040020,CORREÇÃO DE RETRAÇÃO CICATRICIAL VÁRIOS ESTÁGIOS
CORRECAO DE RETRACAO CICATRICIAL EM FACE,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORRECAO DE URETEROCELE,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECÇÃO DA AORTA ABDOMINAL E ILIACAS COM ENDOPROTESE BIFURCADA,0406040168,CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA ABDOMINAL E ILÍACAS COM ENDOPRÓTESE BIFURCADA
CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECÇÃO DA AORTA ABDOMINAL E ILIACAS COM ENDOPROTESE BIFURCADA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECÇÃO DA AORTA TORACICA COM ENDOPROTESE RETA OU CONICA,0406040150,CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA ABDOMINAL COM ENDOPRÓTESE RETA / CÔNICA
CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECÇÃO DA AORTA TORACICA COM ENDOPROTESE RETA OU CONICA,0406040176,CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA TORÁCICA COM ENDOPRÓTESE RETA OU CÔNICA
CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECÇÃO DA AORTA TORACICA COM ENDOPROTESE RETA OU CONICA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORRECAO SINDACTILIA,0403020123,TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO
CORRECAO SINDACTILIA,0408020628,TRATAMENTO CIRÚRGICO DE SINDACTILIA DA MÃO (POR ESPACO INTERDIGITAL)
CORRECAO SINDACTILIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORREÇÃO CIRÚRGICA DE MENINGOMIELOCELE,0403010136,MICROCIRURGIA DA SIRINGOMIELIA
CORREÇÃO CIRÚRGICA DE MENINGOMIELOCELE,0403010225,TRATAMENTO CIRÚRGICO DE DISRAFISMO ABERTO
CORREÇÃO CIRÚRGICA DE MENINGOMIELOCELE,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
CORREÇÃO ENDOVASCULAR DE ANEURISMA OU DISSECÇÃO DA AORTA ABDOMINAL COM ENDOPROTESE RETA OU CONICA,0406040117,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM STENT RECOBERTO
CORREÇÃO ENDOVASCULAR DE ANEURISMA OU DISSECÇÃO DA AORTA ABDOMINAL COM ENDOPROTESE RETA OU CONICA,0406040176,CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA TORÁCICA COM ENDOPRÓTESE RETA OU CÔNICA
CORREÇÃO ENDOVASCULAR DE ANEURISMA OU DISSECÇÃO DA AORTA ABDOMINAL COM ENDOPROTESE RETA OU CONICA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CORREÇÃO ENDOVASCULAR DE ANEURISMA OU DISSECÇÃO DAS ILIACAS COM ENDOPROTESE TUBULAR,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
COSTECTOMIA,0412040018,COSTECTOMIA
CRANIECTOMIA DESCOMPRESSIVA,0403010020,CRANIOTOMIA DESCOMPRESSIVA
CRANIECTOMIA DESCOMPRESSIVA,0403010039,CRANIOTOMIA DESCOMPRESSIVA DA FOSSA POSTERIOR
CRANIECTOMIA DESCOMPRESSIVA,0403070171,TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUÊMICO AGUDO COM TROMBECTOMIA MECÂNICA
CRANIECTOMIA DESCOMPRESSIVA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CRANIECTOMIA DESCOMPRESSIVA,0415020069,PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA
CRANIECTOMIA DESCOMPRESSIVA,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
CRANIOPLASTIA,0403010012,CRANIOPLASTIA
CRANIOPLASTIA,0403010144,RECONSTRUCAO CRANIANA / CRANIO-FACIAL
CRANIOPLASTIA,0403010209,TRATAMENTO CIRÚRGICO DE CRANIOSSINOSTOSE COM SUTURA ÚNICA
CRANIOPLASTIA,0403010217,TRATAMENTO CIRÚRGICO DE CRANIOSSINOSTOSE COMPLEXA
CRANIOPLASTIA,0404020399,TRATAMENTO CIRÚRGICO DE PARALISIA FACIAL (SUSPENSÃO DE HEMIFACE)
CRANIOPLASTIA,0404020461,OSTEOTOMIA DA MANDIBULA
CRANIOPLASTIA,0408060310,RESSECÇÃO SIMPLES DE TUMOR ÓSSEO / DE PARTES MOLES
CRANIOPLASTIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CRANIOPLASTIA,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
CRANIOTOMIA PARA ABSCESSO/EMPIEMA CEREBRAL,0403010047,CRANIOTOMIA PARA RETIRADA DE CISTO / ABSCESSO / GRANULOMA ENCEFALICO
CRANIOTOMIA PARA ABSCESSO/EMPIEMA CEREBRAL,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
CRANIOTOMIA PARA HEMATOMA EXTRADURAL,0403010276,TRATAMENTO CIRURGICO DE HEMATOMA EXTRADURAL
CRANIOTOMIA PARA HEMATOMA INTRACEREBRAL,0403010284,TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL
CRANIOTOMIA PARA HEMATOMA INTRACEREBRAL,0403010292,TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL (COM TECNICA COMPLEMENTAR)
CRANIOTOMIA PARA HEMATOMA INTRACEREBRAL,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
CRANIOTOMIA PARA HEMATOMA SUBDURAL,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
CRANIOTOMIA PARA TUMOR CEREBRAL,0403030048,CRANIOTOMIA PARA RETIRADA DE TUMOR INTRACRANIANO
CRANIOTOMIA PARA TUMOR CEREBRAL,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
CURA CIRURGICA DE SINDROME DESFILADEIRO (1 MEMBRO),0403020034,MICROCIRURGIA DE PLEXO BRAQUIAL COM EXPLORAÇÃO E NEUROLISE
CURA CIRURGICA DE SINDROME DESFILADEIRO (1 MEMBRO),0403020115,TRATAMENTO CIRÚRGICO DE NEUROPATIA COMPRESSIVA COM OU SEM MICROCIRÚRGIA
CURA CIRURGICA DE SINDROME DESFILADEIRO (1 MEMBRO),0408030771,TRATAMENTO CIRÚRGICO DESCOMPRESSIVO AO NÍVEL DO DESFILADEIRO TORACICO
CURATIVO CIRURGICO,0201010402,BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA)
CURATIVO CIRURGICO,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
CURATIVO CIRURGICO,0303060212,TRATAMENTO DE INSUFICIENCIA CARDIACA
CURATIVO CIRURGICO,0303070110,TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO
CURATIVO CIRURGICO,0303070129,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS
CURATIVO CIRURGICO,0303170166,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ÁLCOOL
CURATIVO CIRURGICO,0304100021,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO
CURATIVO CIRURGICO,0305010174,TRATAMENTO DE INTERCORRÊNCIA EM PACIENTE RENAL CRÔNICO SOB TRATAMENTO DIALÍTICO ( POR DIA)
CURATIVO CIRURGICO,0308010043,TRATAMENTO DE TRAUMATISMOS ENVOLVENDO MULTIPLAS REGIOES DO CORPO
CURATIVO CIRURGICO,0308040015,TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS
CURATIVO CIRURGICO,0401020037,ENXERTO LIVRE DE PELE TOTAL
CURATIVO CIRURGICO,0401020100,EXTIRPAÇÃOE SUPRESSÃO DE LESÃO DE PELE E DE TECIDO CELULAR SUBCUTÂNEO
CURATIVO CIRURGICO,0404020453,OSTEOTOMIA DA MAXILA
CURATIVO CIRURGICO,0406020124,EMBOLECTOMIA ARTERIAL
CURATIVO CIRURGICO,0406020345,PONTE FEMORO-FEMURAL CRUZADA
CURATIVO CIRURGICO,0406040176,CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA TORÁCICA COM ENDOPRÓTESE RETA OU CÔNICA
CURATIVO CIRURGICO,0407010211,GASTROSTOMIA
CURATIVO CIRURGICO,0407020101,COLOSTOMIA
CURATIVO CIRURGICO,0407020306,JEJUNOSTOMIA / ILEOSTOMIA
CURATIVO CIRURGICO,0407040021,DRENAGEM DE ABSCESSO SUBFRÊNICO
CURATIVO CIRURGICO,0407040080,HERNIOPLASTIA INCISIONAL
CURATIVO CIRURGICO,0407040161,LAPAROTOMIA EXPLORADORA
CURATIVO CIRURGICO,0407040226,REPARACAO DE OUTRAS HERNIAS
CURATIVO CIRURGICO,0407040242,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERAÇÃO)
CURATIVO CIRURGICO,0407040250,TRATAMENTO CIRÚRGICO DE PERITONITE
CURATIVO CIRURGICO,0408030143,ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NÍVEIS
CURATIVO CIRURGICO,0408060042,AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO
CURATIVO CIRURGICO,0408060069,ARTROPLASTIA DE RESSECÇÃO DE MÉDIA / GRANDE ARTICULAÇÃO
CURATIVO CIRURGICO,0408060174,OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
CURATIVO CIRURGICO,0408060352,RETIRADA DE FIO OU PINO INTRA-ÓSSEO
CURATIVO CIRURGICO,0408060387,RETIRADA DE PRÓTESE DE SUBSTITUIÇÃO DE GRANDES ARTICULAÇÕES (OMBRO / COTOVELO / QUADRIL / JOELHO)
CURATIVO CIRURGICO,0409010170,INSTALAÇÃO ENDOSCÓPICA DE CATETER DUPLO J
CURATIVO CIRURGICO,0409050130,CIRURGIAS COMPLEMENTARES DE REDESIGNAÇÃO SEXUAL
CURATIVO CIRURGICO,0412030098,PLEUROSTOMIA
CURATIVO CIRURGICO,0412040190,"TRATAMENTO CIRURGICO DE FRATURA, NECROSE OU INFECÇÃO DO ESTERNO"
CURATIVO CIRURGICO,0413040178,TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA
CURATIVO CIRURGICO,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CURATIVO CIRURGICO,0415020050,PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA
CURATIVO CIRURGICO,0415020069,PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA
CURATIVO CIRURGICO,0415040035,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS
CURATIVO CIRURGICO,0416050018,AMPUTAÇÃO ABDOMINO-PERINEAL DE RETO EM ONCOLOGIA
CURATIVO CIRURGICO,0506020045,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÃOS / CÉLULAS-TRONCO HEMATOPOÉTICAS
CURATIVO CIRURGICO,0506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
CURETAGEM DE TUMOR OSSEO COM ENXERTIA,0416080111,RECONSTRUÇÃO COM RETALHO OSTEOMIOCUTÂNEO EM ONCOLOGIA
CURETAGEM UTERINA,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
CURETAGEM UTERINA,0409060046,CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO
CURETAGEM UTERINA,0409060054,CURETAGEM UTERINA EM MOLA HIDATIFORME
CURETAGEM UTERINA,0409060070,ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU)
CURETAGEM UTERINA,0409060194,MIOMECTOMIA
CURETAGEM UTERINA,0411020013,CURETAGEM POS-ABORTAMENTO / PUERPERAL
CURETAGEM UTERINA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
CURETAGEM UTERINA,0416060013,AMPUTACAO CONICA DO COLO DO UTERO EM ONCOLOGIA
DACRIOCISTORINOSTOMIA,0405010036,DACRIOCISTORRINOSTOMIA
DEBRIDAMENTO CIRURGICO,0201010321,BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO)
DEBRIDAMENTO CIRURGICO,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
DEBRIDAMENTO CIRURGICO,0303060212,TRATAMENTO DE INSUFICIENCIA CARDIACA
DEBRIDAMENTO CIRURGICO,0303080060,TRATAMENTO DE ESTAFILOCOCCIAS
DEBRIDAMENTO CIRURGICO,0303170166,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ÁLCOOL
DEBRIDAMENTO CIRURGICO,0305010174,TRATAMENTO DE INTERCORRÊNCIA EM PACIENTE RENAL CRÔNICO SOB TRATAMENTO DIALÍTICO ( POR DIA)
DEBRIDAMENTO CIRURGICO,0401020100,EXTIRPAÇÃOE SUPRESSÃO DE LESÃO DE PELE E DE TECIDO CELULAR SUBCUTÂNEO
DEBRIDAMENTO CIRURGICO,0403010047,CRANIOTOMIA PARA RETIRADA DE CISTO / ABSCESSO / GRANULOMA ENCEFALICO
DEBRIDAMENTO CIRURGICO,0403010179,RETIRADA DE PLACA DE CRANIOPLASTIA
DEBRIDAMENTO CIRURGICO,0407040242,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERAÇÃO)
DEBRIDAMENTO CIRURGICO,0407040250,TRATAMENTO CIRÚRGICO DE PERITONITE
DEBRIDAMENTO CIRURGICO,0408030399,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NÍVEL)
DEBRIDAMENTO CIRURGICO,0408040106,DESARTICULAÇÃO COXOFEMORAL
DEBRIDAMENTO CIRURGICO,0408050020,AMPUTACAO / DESARTICULACAO DE PE E TARSO
DEBRIDAMENTO CIRURGICO,0408060042,AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO
DEBRIDAMENTO CIRURGICO,0408060069,ARTROPLASTIA DE RESSECÇÃO DE MÉDIA / GRANDE ARTICULAÇÃO
DEBRIDAMENTO CIRURGICO,0408060174,OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
DEBRIDAMENTO CIRURGICO,0408060182,OSTEOTOMIA DE OSSOS DA MÃO E/OU DO PÉ
DEBRIDAMENTO CIRURGICO,0408060468,TENOMIOTOMIA / DESINSERÇÃO
DEBRIDAMENTO CIRURGICO,0408060557,TRATAMENTO CIRÚRGICO DE ARTRITE INFECCIOSA (GRANDES E MÉDIAS ARTICULAÇÕES)
DEBRIDAMENTO CIRURGICO,0409050130,CIRURGIAS COMPLEMENTARES DE REDESIGNAÇÃO SEXUAL
DEBRIDAMENTO CIRURGICO,0413040178,TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA
DEBRIDAMENTO CIRURGICO,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
DEBRIDAMENTO CIRURGICO,0415040035,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS
DEBRIDAMENTO CIRURGICO,0416080081,RECONSTRUÇÃO COM RETALHO MIOCUTÂNEO (QUALQUER PARTE) EM ONCOLOGIA
DEBRIDAMENTO CIRURGICO,0506020045,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÃOS / CÉLULAS-TRONCO HEMATOPOÉTICAS
DEBRIDAMENTO CIRURGICO,0506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
DEBRIDAMENTO CIRURGICO DE ULCERA OU NEC,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
DEBRIDAMENTO CIRURGICO DE ULCERA OU NEC,0305010174,TRATAMENTO DE INTERCORRÊNCIA EM PACIENTE RENAL CRÔNICO SOB TRATAMENTO DIALÍTICO ( POR DIA)
DEBRIDAMENTO CIRURGICO DE ULCERA OU NEC,0403010160,RETIRADA DE DERIVAÇÃO VENTRICULAR PARA PERITONEO / ÁTRIO / PLEURA / RAQUE
DEBRIDAMENTO CIRURGICO DE ULCERA OU NEC,0406020442,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL
DEBRIDAMENTO CIRURGICO DE ULCERA OU NEC,0415040035,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS
DEBRIDAMENTO E CURATIVO DE GANGRENA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
DEBRIDAMENTO E CURATIVO DE GANGRENA,0415040035,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS
DEBRIDAMENTO E CURATIVO DE GANGRENA,0506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
DECORTICACAO PULMONAR,0412030012,DESCORTICAÇÃO PULMONAR
DERIVACAO VENTRICULO ATRIAL,0403010101,DERIVAÇÃO VENTRICULAR PARA PERITÔNEO / ÁTRIO / PLEURA / RAQUE
DERIVACAO VENTRICULO ATRIAL,0403010187,REVISÃO DE DERIVAÇÃO VENTRICULAR PARA PERITÔNEO / ÁTRIO / PLEURA / RAQUE
DERIVACAO VENTRICULO PERITONEAL,0403010101,DERIVAÇÃO VENTRICULAR PARA PERITÔNEO / ÁTRIO / PLEURA / RAQUE
DERIVACAO VENTRICULO PERITONEAL,0403010187,REVISÃO DE DERIVAÇÃO VENTRICULAR PARA PERITÔNEO / ÁTRIO / PLEURA / RAQUE
DERIVACAO VENTRICULO PERITONEAL,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
DERIVACAO VENTRICULO PERITONEAL,0506020045,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÃOS / CÉLULAS-TRONCO HEMATOPOÉTICAS
DERIVAÇÃO LOMBO-PERITONEAL,0403010080,DERIVAÇÃO RAQUE-PERITONEAL
DERIVAÇÃO MESENTÉRICO-PORTAL,0406020019,ANASTOMOSE ESPLENO-RENAL / OUTRA DERIVAÇÃO CENTRAL
DERIVAÇÃO VENTRÍCULO-PERITONEAL,0403010101,DERIVAÇÃO VENTRICULAR PARA PERITÔNEO / ÁTRIO / PLEURA / RAQUE
DERIVAÇÃO VENTRÍCULO-PERITONEAL,0403010187,REVISÃO DE DERIVAÇÃO VENTRICULAR PARA PERITÔNEO / ÁTRIO / PLEURA / RAQUE
DERIVAÇÃO VENTRÍCULO-PERITONEAL,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
DERIVAÇÃO VENTRÍCULO-PERITONEAL,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA,0410010073,PLASTICA MAMÁRIA FEMININA NAO ESTETICA
DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA,0413040020,CORREÇÃO DE RETRAÇÃO CICATRICIAL VÁRIOS ESTÁGIOS
DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA,0413040046,DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLÁSTICA ABDOMINAL)
DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA,0413040054,DERMOLIPECTOMIA ABDOMINAL POS-CIRURGIA BARIATRICA
DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA,0413040259,DERMOLIPECTOMIA ABDOMINAL CIRCUNFERENCIAL PÓS CIRURGIA BARIATRICA
DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA,0415020018,PROCEDIMENTOS SEQUENCIAIS DE CIRURGIA PLÁSTICA REPARADORA PÓS -CIRURGIA BARIATRICA
DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
DERMOLIPECTOMIA BRAQUIAL,0413040062,DERMOLIPECTOMIA BRAQUIAL POS-CIRURGIA BARIÁTRICA
DERMOLIPECTOMIA CRURAL,0413040070,DERMOLIPECTOMIA CRURAL POS-CIRURGIA BARIÁTRICA
DESARTICULACAO COXO-FEMORAL,0408040106,DESARTICULAÇÃO COXOFEMORAL
DESARTICULACAO ESCAPULO-UMERAL,0408010070,DESARTICULAÇÃO DA ARTICULAÇÃO ESCAPULO-UMERAL
DESARTICULACAO INTER-ESCAPULO TORAXICA,0416090117,DESARTICULAÇÃO INTERESCAPULO-TORÁCICA EM ONCOLOGIA
DESLOCAMENTO DE EPIFISE FEMURAL SUPERIOR (EPIFISIOL),0408040122,EPIFISIODESE DO TROCANTER MAIOR DO FÊMUR
DILATACAO ANAL,0303070102,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO
DILATACAO ANAL,0407020322,PLÁSTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL
DILATACAO DE ESOFAGO,0407010084,ESOFAGOPLASTIA / GASTROPLASTIA
DILATACAO DE URETRA,0303150050,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO
DILATACAO DE URETRA,0409020176,URETROTOMIA INTERNA
DILATACAO DIG. OU INSTR. DO ANUS E/OU RETO,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
DILATAÇÃO PERCUTÃNEA DE ESTENOSES BILIARES E ANASTOMOSES BÍLIODIGESTIVAS,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
DILATAÇÃO PERCUTÃNEA DE ESTENOSES BILIARES E ANASTOMOSES BÍLIODIGESTIVAS,0303070072,TRATAMENTO DE DOENCAS DO FIGADO
DILATAÇÃO PERCUTÃNEA DE ESTENOSES BILIARES E ANASTOMOSES BÍLIODIGESTIVAS,0303070129,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS
DILATAÇÃO PERCUTÃNEA DE ESTENOSES BILIARES E ANASTOMOSES BÍLIODIGESTIVAS,0407030166,HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO
DILATAÇÃO PERCUTÃNEA DE ESTENOSES BILIARES E ANASTOMOSES BÍLIODIGESTIVAS,0407030255,COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA TERAPÊUTICA
DILATAÇÃO PERCUTÃNEA DE ESTENOSES BILIARES E ANASTOMOSES BÍLIODIGESTIVAS,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
DILATAÇÃO PERCUTÃNEA DE ESTENOSES BILIARES E ANASTOMOSES BÍLIODIGESTIVAS,0506020045,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÃOS / CÉLULAS-TRONCO HEMATOPOÉTICAS
DILATAÇÃO PERCUTÃNEA DE ESTENOSES BILIARES E ANASTOMOSES BÍLIODIGESTIVAS,0506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
